"ISO","Language","Family","Area","H","H_unigram","L2prop","MC","NumChap","Population","Rangesize","vehicularity"
"jig","Djingili","Australian","N-Australia",,,0,0.809523820877075,7,10,8803.237479,0
"jiv","Shuar","Jivaroan","Andean",1.56448113918304,10.7969446182251,0,0.8125,8,46700,13814.1316,0
"jiy","Buyuan Jinuo","Sino-Tibetan",,,,0,0,2,1000,,0
"jle","Ngile","Niger-Congo","African-Savannah",,,0,0.75,4,38000,201.6957324,0
"jmc","Machame","Niger-Congo","S-Africa",1.67726838588715,10.2289371490479,0,,,300000,1271.226034,0
"jpn","Japanese","Japonic","N-Coast-Asia",,,8.97001882549375E-05,0.474206358194351,27,121563000,370223.5846,1
"jqr","Jaqaru","Aymaran","Andean",,,0,0.861538469791412,13,740,683.0275223,0
"jra","Jarai","Austronesian",,1.44971799850464,7.85145902633667,0,,,338200,11631.36914,0
"jup","Hupdë","Puinavean","NE-South-America",,,0,0.833333313465118,6,1360,181.2105036,0
"jya","Jiarong","Sino-Tibetan","Southeast-Asia",,,0,1,4.5,83000,10774.3525,0
"kaa","Karakalpak","Altaic","Inner-Asia",1.64321625232697,10.7323360443115,0,0.857142865657806,7,407000,17418.02175,0
"kab","Kabyle","Afro-Asiatic","N-Africa",1.76307225227356,9.78340339660645,0,0.5,1,2540000,19686.73103,0
"kac","Jingpho","Sino-Tibetan","Southeast-Asia",1.30924546718597,7.56098890304565,,0,10,940000,53768.00126,1
"kah","Kara","Unclassified","African-Savannah",,,0,0.666666686534882,6,4800,6716.893782,0
"kal","Greenlandic Inuktitut","Eskimo-Aleut","E-North-America",1.68719279766083,12.9747896194458,,0.847288370132446,14,47800,4525.464689,1
"kam","Kamba","Niger-Congo","S-Africa",,,0.133541062474251,0.833333313465118,6,3960000,36187.21674,0
"kan","Kannada","Dravidian","Indic",1.6291538476944,11.2365617752075,0.192558512091637,0.636630058288574,26,35300000,140012.4546,1
"kao","Xaasongaxango","Niger-Congo","African-Savannah",1.54620707035065,8.00919246673584,0,0.200000002980232,5,121600,12630.26064,0
"kap","Bezhta","North-Caucasian","Greater-Mesopotamia",,,0,1,1,6200,127.0980665,0
"kaq","Capanahua","Panoan","NE-South-America",1.47674262523651,9.81220626831055,0,,,390,807.9838543,0
"kas","Kashmiri","Indo-European","Indic",,,0,0.490000009536743,10,5525000,18645.54538,0
"kat","Georgian","Kartvelian","Greater-Mesopotamia",1.86584568023682,9.87707996368408,,0.606571435928345,25,4016300,48713.92448,1
"kay","Kamayurá","Tupian","NE-South-America",,,0,0.708333313465118,12,360,610.7125331,0
"kaz","Kazakh","Altaic","Inner-Asia",1.79957509040833,11.3588628768921,,0,1,7621000,1834033.14,1
"kbc","Kadiwéu","Guaykuruan","SE-South-America",1.2289559841156,9.50518321990967,0,0.850000023841858,5,1590,7136.231091,0
"kbd","Kabardian","North-Caucasian","Greater-Mesopotamia",,,0,1,8,1520000,6282.627141,0
"kbh","Camsá","Language-isolate","Andean",1.3980895280838,9.66420745849609,0,1,5,4770,601.6048051,0
"kbk","Grass Koiari","Trans-New-Guinea","S-New-Guinea",,,0,0.5,3,1700,1344.197346,0
"kbl","Kanembu","Nilo-Saharan","African-Savannah",,,,1,5,461000,19742.68915,1
"kbm","Iwal","Austronesian",,1.31299197673798,7.77819013595581,0,,,1500,692.3056068,0
"kbp","Kabiyé","Niger-Congo","African-Savannah",1.60524249076843,9.34849166870117,0,0.5,2,730000,24266.41738,0
"kbq","Kamano","Trans-New-Guinea","Interior-New-Guinea",1.50970149040222,11.5367231369019,0,,,63200,805.2947197,0
"kbr","Kafa","Afro-Asiatic","Greater-Abyssinia",1.36916148662567,10.5131607055664,0.052965860813856,,,570000,6179.418553,0
"kbv","Dera","Senagi","N-Coast-New-Guinea",,,0,0.857142865657806,4,1690,503.0671131,0
"kbx","Ap Ma","Ramu-Lower-Sepik","N-Coast-New-Guinea",,,0,1,2,7000,558.399639,0
"kca","Khanty","Uralic","Inner-Asia",,,0,0.567307710647583,13,13600,121117.1732,0
"kcd","Ngkâlmpw Kanum","South-Central-Papuan","S-New-Guinea",,,0,0.25,1,150,1378.045778,0
"kcg","Tyap","Niger-Congo","African-Savannah",,,0,0.333333343267441,3,130000,1661.980714,0
"kcn","Nubi","Creole","S-Africa",,,0,1,1,36100,,0
"kcr","Katla","Niger-Congo","African-Savannah",,,0,0.833333313465118,6,14200,345.0541273,0
"kct","Kaian","Ramu-Lower-Sepik","N-Coast-New-Guinea",,,0.051282051950693,0.5,2,600,0.14648971,0
"kcu","Kami","Niger-Congo","S-Africa",,,0,1,1,16400,1248.145507,0
"kcv","Kete","Niger-Congo","S-Africa",,,0,0.5,2,8400,11050.29941,0
"kdc","Kutu","Niger-Congo",,1.48506355285645,9.89708518981934,0,,,45000,6392.955062,0
"kdd","Yankunytjatjara","Australian","S-Australia",,,0,1,2,73,116030.5655,0
"kde","Makonde","Niger-Congo","S-Africa",1.58835184574127,10.6775970458984,0,1,2,1340000,39203.35024,0
"kdh","Tem","Niger-Congo","African-Savannah",,,,0.8125,4,204000,12695.26331,1
"kdi","Kumam","Nilo-Saharan",,1.53072273731232,8.53976058959961,0,,,174000,1566.443816,0
"kdj","Karamojong","Nilo-Saharan","S-Africa",1.58558189868927,9.33523750305176,0,0.555555582046509,9,260000,24637.28431,0
"kdl","Tsikimba","Niger-Congo",,1.53777801990509,7.5789680480957,0,,,100000,2189.124138,0
"kdr","Karaim","Altaic","Inner-Asia",,,0,1,1,120,88.46709153,0
"kee","Eastern Keres","Keresan","Basin-and-Plains",,,0,0.857142865657806,7,4580,1073.770274,0
"kei","Kei","Austronesian","Oceania",,,0,0.25,1,85000,1175.156817,0
"kek","Kekchí","Mayan","Mesoamerica",1.41649293899536,8.33474922180176,0,,,411200,30192.12234,0
"ken","Kenyang","Niger-Congo","African-Savannah",1.70883572101593,9.53211498260498,0,1,1,65000,2249.111623,0
"ker","Kera","Afro-Asiatic","African-Savannah",,,0,0.40625,16,50500,536.5133564,0
"ket","Ket","Yeniseian","Inner-Asia",,,0,0.585515856742859,24,190,17852.82177,0
"kew","West Kewa","Trans-New-Guinea","Interior-New-Guinea",1.41547203063965,9.52295398712158,0,,,45000,816.1431479,0
"kez","Kukele","Niger-Congo",,1.48331725597382,9.30077457427979,0,,,95000,722.088229,0
"kfa","Kodagu","Dravidian","Indic",,,0,0.833333313465118,3,241000,3092.734804,0
"kfc","Konda-Dora","Dravidian","Indic",,,0,1,1,20000,932.2018944,0
"kff","Koya","Dravidian","Indic",1.64981198310852,10.6130723953247,0,1,6,300000,13290.76313,0
"kfk","Kinnauri","Sino-Tibetan","Indic",,,0.187265917658806,0.666666686534882,6,63800,4770.011297,1
"kfq","Korku","Austro-Asiatic","Indic",,,0,0.642857134342194,7,478000,11234.50825,0
"kfy","Kumauni","Indo-European","Indic",,,0,0.75,4,2360000,13751.02671,0
"kfz","Koromfé","Niger-Congo","African-Savannah",,,0,0.38297101855278,23,198000,5302.788323,0
"kgf","Kube","Trans-New-Guinea",,1.47841584682465,9.87308502197266,0,,,6000,277.9605124,0
"kgj","Gamale Kham","Sino-Tibetan","Indic",,,0,0.818181812763214,11,13100,293.5326784,0
"kgk","Kaiwá","Tupian","SE-South-America",1.46536588668823,9.26709938049316,0,,,18510,40522.88654,0
"kgo","Krongo","Nilo-Saharan","African-Savannah",,,0,0.430476188659668,25,21700,530.620288,0
"kgp","Kaingáng","Jean","SE-South-America",1.33268845081329,6.87128067016602,0,0.333333343267441,3,25875,92814.48058,0
"kgq","Kamoro","Trans-New-Guinea","S-New-Guinea",,,0,1,5,8000,11038.64551,0
"kgr","Abun","Language-isolate","N-Coast-New-Guinea",,,0,0.075000002980232,10,3000,5325.690937,0
"kgs","Kumbainggar","Australian","S-Australia",,,0,0.625,8,10,841.5228657,0
"kgy","Kyerung","Sino-Tibetan","Indic",,,0,1,3,4890,1019.539215,0
"kha","Khasi","Austro-Asiatic","Indic",,,,0.202435061335564,22,865000,11929.03774,1
"khd","Bädi Kanum","South-Central-Papuan","S-New-Guinea",,,0,0.5,2,10,158.2389053,0
"khe","Korowai","Trans-New-Guinea","S-New-Guinea",,,0,0.850000023841858,10,3500,1537.324347,0
"khg","Khams Tibetan","Sino-Tibetan","Inner-Asia",,,0,1,2,1490000,631596.4361,0
"khk","Halh Mongolian","Altaic","Inner-Asia",1.74146234989166,10.4510793685913,,0.516446232795715,27,2332660,1073064.918,1
"khl","Lusi","Austronesian","N-Coast-New-Guinea",,,0,0.636363625526428,11,2000,50.04314636,0
"khm","Central Khmer","Austro-Asiatic","Southeast-Asia",1.38364160060883,,0.057504180818796,0.20037879049778,22,13370400,141254.2386,1
"khq","Koyra Chiini Songhay","Nilo-Saharan","Greater-Abyssinia",,,0,0.163003668189049,13,200000,13888.02316,0
"khr","Kharia","Austro-Asiatic","Indic",,,0,0.333333343267441,6,292000,4014.295232,0
"khw","Khowar","Indo-European","Indic",,,,1,1,223000,6266.254062,1
"khz","Keapara","Austronesian",,1.35212111473084,9.30812740325928,0,,,19400,460.1603998,0
"kia","Kim","Niger-Congo","African-Savannah",1.47387969493866,7.35750198364258,0,,,15400,654.8942835,0
"kic","Kickapoo","Algic","E-North-America",,,0,0,1,1120,3763.481332,0
"kig","Kimaama","Trans-New-Guinea","S-New-Guinea",,,0,0.107142858207226,7,3000,9016.844858,0
"kij","Kilivila","Austronesian","S-New-Guinea",,,0,0.4920454621315,22,20000,359.8483556,0
"kik","Gikuyu","Niger-Congo","S-Africa",1.60880947113037,9.76075172424316,0,0.704545438289642,11,7180000,22333.31169,0
"kin","Rwanda","Niger-Congo","S-Africa",1.71108794212341,10.8462257385254,,0.6875,6,7504000,28254.65174,1
"kio","Kiowa","Kiowa-Tanoan","Basin-and-Plains",,,0,0.710317432880402,24,1100,149.6115271,0
"kir","Kirghiz","Altaic","Inner-Asia",1.70846927165985,10.888014793396,,0.774999976158142,8,2674750,245483.2442,1
"kjb","Eastern Kanjobal","Mayan","Mesoamerica",1.42135334014893,8.13875007629395,0,,,77700,760.5273258,0
"kjd","Southern Kiwai","Trans-New-Guinea",,,,0,0.75,6,9700,1715.287087,0
"kje","Kisar","Austronesian","Oceania",1.43224096298218,8.91044330596924,0,,,20000,53.75204939,0
"kjg","Khmu","Austro-Asiatic","Southeast-Asia",,,0,0.102192983031273,19,479500,51681.89294,0
"kjh","Khakas","Altaic","Inner-Asia",1.71610128879547,10.8017120361328,0,0.400000005960465,3,20010,43212.60618,0
"kjj","Khinalugh","North-Caucasian","Greater-Mesopotamia",,,0,0.800000011920929,5,1500,22.92471393,0
"kjn","Kunjen","Australian","N-Australia",,,0,1,1,22,5496.892672,0
"kjq","Western Keres","Keresan","Basin-and-Plains",,,0,0.526809513568878,25,3390,2018.245209,0
"kjs","East Kewa","Trans-New-Guinea",,1.32761430740356,9.22978973388672,0,0.564190447330475,25,45000,682.9205361,0
"kkc","Odoodee","Trans-New-Guinea",,1.20806920528412,8.58454608917236,0,,,490,2700.358342,0
"kki","Kagulu","Niger-Congo","S-Africa",1.7241450548172,10.7351655960083,0,1,4,241000,7513.782072,0
"kkj","Kako","Niger-Congo",,1.40213513374329,8.04307270050049,0,,,119460,5707.193994,0
"kkk","Kokota","Austronesian","Oceania",,,0,0.111111111938953,9,530,720.6611135,0
"kkl","Kosarek Yale","Trans-New-Guinea","Interior-New-Guinea",1.31048822402954,10.3236837387085,0,1,4,2300,516.0093363,0
"kky","Guguyimidjir","Australian","N-Australia",,,0,0.503030300140381,11,740,5706.441628,0
"kla","Klamath-Modoc","Language-isolate","Basin-and-Plains",,,1,0.550000011920929,10,1,147.0391445,0
"klb","Kiliwa","Cochimí-Yuman","Mesoamerica",,,0,0.857142865657806,7,28,543.4087459,0
"kld","Gamilaraay","Australian","S-Australia",,,0,0.5,10,3,84764.51909,0
"kle","Kulung","Sino-Tibetan","Indic",,,0,1,4,18700,694.1377949,0
"klj","Turkic Khalaj","Altaic","Greater-Mesopotamia",,,0,0.563636362552643,11,42100,493.8177964,0
"klq","Rumu","Trans-New-Guinea","Interior-New-Guinea",,,0,0.5,6,1000,2074.0806,0
"klr","Khaling","Sino-Tibetan","Indic",,,0,0.777777791023255,9,18000,214.9468673,0
"kls","Kalasha","Indo-European","Indic",,,0,1,1,5030,234.6192581,0
"klt","Nukna","Trans-New-Guinea",,1.47349941730499,8.74166965484619,0,,,850,245.2791811,0
"klu","Klao","Niger-Congo","African-Savannah",,,0,0.5,2,213000,5438.182271,0
"klv","Maskelynes","Austronesian",,1.48055791854858,9.23588752746582,0,,,1100,2.759001087,0
"kma","Konni","Niger-Congo","African-Savannah",1.51984798908234,7.70985794067383,0,0.714285731315613,7,3800,387.5656925,0
"kmc","Southern Dong","Tai-Kadai",,,,0,0.143749997019768,4,1000000,8387.395277,0
"kmg","Kâte","Trans-New-Guinea","N-Coast-New-Guinea",,10.1549320220947,0.800000011920929,0.416666656732559,2,6130,310.6340759,1
"kmh","Kalam","Trans-New-Guinea","Interior-New-Guinea",1.29995083808899,8.13298034667969,0,0.5,2,15000,717.965538,0
"kmj","Kumarbhag Paharia","Dravidian",,,,0,0.375,2,20200,,0
"kmk","Limos Kalinga","Austronesian",,1.52936398983002,8.91037082672119,0,,,20000,917.7109227,0
"kmn","Awtuw","Sepik","N-Coast-New-Guinea",,,0,0.465277791023254,12,510,157.1411777,0
"kmo","Kwoma","Sepik","N-Coast-New-Guinea",1.36088240146637,8.71499729156494,0,0.555555582046509,9,3000,482.7075638,0
"kmr","Northern Kurdish","Indo-European",,1.81645488739014,8.81945419311523,,0.773076951503754,9,8178000,218242.8852,1
"kms","Kamasau","Torricelli","N-Coast-New-Guinea",1.37143182754517,7.77834844589233,0,0.28571429848671,7,960,387.0260071,0
"kmu","Kanite","Trans-New-Guinea","Interior-New-Guinea",1.31787919998169,10.4920892715454,0,,,8000,55.00238197,0
"kna","Dera","Afro-Asiatic","African-Savannah",,,0,0.636363625526428,11,20000,1325.938462,0
"knc","Central Kanuri","Nilo-Saharan",,,,0.121876902878284,0.651923060417175,26,3240500,82610.1793,1
"kne","Kankanaey","Austronesian","Oceania",1.54489707946777,8.19660377502441,0,,,150000,1997.580448,0
"knf","Mankanya","Niger-Congo","African-Savannah",1.70610165596008,9.46545124053955,0,,,75050,2655.014977,0
"kng","Koongo","Niger-Congo",,1.52821028232574,9.4261646270752,0.499176353216171,0.549479186534882,16,5000000,81918.91417,1
"knj","Western Kanjobal","Mayan","Mesoamerica",1.32773315906525,7.80262470245361,0,1,1,58600,368.2989662,0
"knk","Kuranko","Niger-Congo","African-Savannah",1.49785220623016,7.87243413925171,0,,,323200,21047.29635,0
"knm","Kanamarí","Maipurean","NE-South-America",,,0,0.666666686534882,6,1650,17497.30621,0
"knn","Konkani","Indo-European","Indic",,,,0.75,2,4000000,6282.568704,1
"kno","Kono","Niger-Congo",,1.42050445079803,6.89864158630371,0.084745764732361,,,205000,5719.771322,0
"knv","Tabo","South-Central-Papuan",,1.34760296344757,9.60060691833496,0,,,3000,741.5717765,0
"kny","Kanyok","Niger-Congo","S-Africa",,,0,1,1,200000,10901.15467,0
"koe","Kacipo-Balesi","Nilo-Saharan","Greater-Abyssinia",,,0,1,1,14120,1966.384728,0
"koi","Komi-Permyak","Uralic","Inner-Asia",,,0,0.857142865657806,7,94300,15728.33804,0
"kor","Korean","Language-isolate","N-Coast-Asia",2.327800989151,11.367073059082,,0.459523797035217,25,65236300,419290.234,1
"kos","Kosraean","Austronesian","Oceania",,8.02460098266602,,0.284090906381607,11,8000,108.4303704,1
"kot","Lagwan","Afro-Asiatic","African-Savannah",,,0,0.833333313465118,6,1500,3884.31195,0
"kpf","Komba","Trans-New-Guinea",,1.59522259235382,9.28360557556152,0,,,15000,441.3390714,0
"kpg","Kapingamarangi","Austronesian","Oceania",1.32274913787842,7.70900821685791,0,,,3000,3.212977189,0
"kpj","Karajá","Karajá","NE-South-America",1.5599536895752,10.2087354660034,0,1,3,3600,6289.650044,0
"kpm","Koho","Austro-Asiatic","Southeast-Asia",,,0,0.5,2,129000,10133.90857,0
"kpo","Ikposo","Niger-Congo","African-Savannah",,,0,1,3,162500,2731.443693,0
"kpr","Korafe","Trans-New-Guinea","S-New-Guinea",1.32310378551483,9.11891460418701,0,,,3630,164.8989056,0
"kps","Tehit","West-Papuan","N-Coast-New-Guinea",,,0,0.5,1,10000,1912.326859,0
"kpt","Karata","North-Caucasian","Greater-Mesopotamia",,,0,0.5,1,5000,402.889746,0
"kpv","Komi-Zyrian","Uralic","Inner-Asia",1.8061671257019,10.5623664855957,0,0.416666656732559,3,217000,196500.0134,0
"kpw","Kobon","Trans-New-Guinea","Interior-New-Guinea",1.30628383159637,8.0458459854126,0,0.495833337306976,22,10000,635.3787357,0
"kpx","Mountain Koiali","Trans-New-Guinea","S-New-Guinea",1.36214637756348,9.24661064147949,0,1,7,4000,4312.202112,0
"kpy","Koryak","Chukotko-Kamchatkan","N-Coast-Asia",,,0,0.571428596973419,7,3500,49205.16694,0
"kpz","Kupsabiny","Nilo-Saharan","S-Africa",1.49498689174652,9.52931690216064,0,1,3,181000,1392.704486,0
"kqc","Doromu","Trans-New-Guinea",,1.41770887374878,8.15488529205322,0,,,1500,338.041199,0
"kqf","Kakabai","Austronesian",,1.43524706363678,8.19861030578613,0,,,900,287.789019,0
"kqi","Koitabu","Trans-New-Guinea","S-New-Guinea",,,0,1,5,2700,597.8885005,0
"kqp","Kimré","Afro-Asiatic",,1.46830713748932,7.82890939712524,0,,,20000,563.7603463,0
"kqw","Kandas","Austronesian",,1.31318497657776,7.44302988052368,0,,,480,809.9979068,0
"kqy","Koorete","Afro-Asiatic",,2.33175539970398,9.97714996337891,0.014871054328978,,,104000,2040.469162,0
"krc","Karachay-Balkar","Altaic","Greater-Mesopotamia",1.6423192024231,10.2935409545898,0,0.777777791023255,9,108000,13198.15957,0
"kri","Krio","Creole",,1.48280549049377,7.33311414718628,0.848156630992889,,,484500,493.8709935,1
"krj","Kinaray-A","Austronesian",,1.35718083381653,8.09993457794189,0,,,378000,4574.761134,0
"krs","Gbaya","Nilo-Saharan","African-Savannah",,,0.200000002980232,0.5,8,16000,4761.443935,0
"ksb","Shambala","Niger-Congo","S-Africa",,,0,0.857142865657806,7,664000,5258.395991,0
"ksd","Kuanua","Austronesian","N-Coast-New-Guinea",1.42092156410217,7.36664867401123,0.246913582086563,0.151515156030655,11,61000,726.1430348,1
"ksf","Bafia","Niger-Congo","African-Savannah",1.56273138523102,8.55488967895508,0,0.5,2,60000,481.4264873,0
"ksi","Krisa","Skou","N-Coast-New-Guinea",,,0,0.125,8,420,112.2912984,0
"ksr","Borong","Trans-New-Guinea","N-Coast-New-Guinea",1.44849133491516,10.0806646347046,0,,,2070,97.76055493,0
"kss","Southern Kisi","Niger-Congo","African-Savannah",1.31882059574127,8.70733833312988,0,0.457875460386276,13,200000,1703.134258,0
"kst","Winyé","Niger-Congo","African-Savannah",,,0,0.5,1,20000,346.1448348,0
"ksw","S'gaw Karen","Sino-Tibetan","Southeast-Asia",1.26303839683533,,0.051282051950693,0.040816325694323,7,1480000,42430.45187,1
"ktb","Kambaata","Afro-Asiatic","Greater-Abyssinia",2.39967083930969,11.3885383605957,0.100088350474834,,,570000,1308.11047,0
"ktd","Kokata","Australian","S-Australia",,,0,0.75,6,3,1295.3262,0
"ktj","Plapo Krumen","Niger-Congo",,1.30620205402374,7.56039905548096,0,,,100,1334.282741,0
"kto","Kuot","Language-isolate","N-Coast-New-Guinea",1.36331629753113,8.22743701934814,0,0.5,8,2400,415.5550249,0
"ktz","Ju/'hoan","Khoisan","S-Africa",,,0,0.251666665077209,25,33600,48496.10273,0
"kua","Kwanyama","Niger-Congo",,1.5774530172348,9.92412567138672,0.027008777484298,,,668000,86895.515,1
"kub","Kutep","Niger-Congo","African-Savannah",1.52814078330994,7.80036783218384,0,,,46000,1015.771839,0
"kud","'Auhelawa","Austronesian",,1.45947098731995,9.16334915161133,0,,,1200,38.33428686,0
"kue","Kuman","Trans-New-Guinea","Interior-New-Guinea",1.43626523017883,8.73935890197754,,0.800000011920929,5,115000,1015.063311,1
"kum","Kumyk","Altaic","Greater-Mesopotamia",1.68292188644409,10.9239540100098,0,1,1,422000,3701.008763,0
"kun","Kunama","Nilo-Saharan","Greater-Abyssinia",,,0.000549946969841,0.731481492519379,18,188880,13644.64619,0
"kup","Kunimaipa","Trans-New-Guinea","S-New-Guinea",1.46410465240479,9.54801750183106,0,0.875,8,8200,2785.946388,0
"kus","Kusaal","Niger-Congo",,1.59549999237061,8.01435089111328,0,,,437000,3322.732292,0
"kut","Kutenai","Language-isolate","Basin-and-Plains",,,0,0.357270419597626,28,12,4176.103173,0
"kuy","Kuuku-Ya'u","Australian","N-Australia",,,0,0.5,2,21,1627.640245,0
"kva","Bagvalal","North-Caucasian","Greater-Mesopotamia",,,0,1,1,6500,555.7834925,0
"kvd","Kui","Trans-New-Guinea","Oceania",,,0,0.5,1,4240,74.72033499,0
"kvg","Kuni-Boazi","Trans-New-Guinea","S-New-Guinea",,,0,0.875,4,4500,3961.896815,0
"kvn","Border Kuna","Chibchan","Andean",1.32030129432678,10.0362319946289,0,1,1,1200,1921.705969,0
"kvv","Kola","Austronesian","Oceania",,,0,1,1,7700,368.7023983,0
"kvw","Wersing","Trans-New-Guinea","Oceania",,,0,0.25,1,3700,131.9932571,0
"kwa","Dâw","Puinavean","NE-South-America",,,0,1,3,83,691.6329809,0
"kwd","Kwaio","Austronesian","Oceania",1.20064246654511,7.52517700195313,0,0.273809522390366,7,13200,784.311073,0
"kwf","Kwara'ae","Austronesian",,1.22203540802002,7.47861528396606,0,,,32400,674.9178125,0
"kwi","Awa-Cuaiquer","Barbacoan","Andean",1.4211311340332,10.0269927978516,0,0.609904766082764,25,22000,4052.277509,0
"kwj","Kwanga","Sepik",,1.33492624759674,8.13098239898682,0,,,10000,625.3188022,0
"kwk","Kwakiutl","Wakashan","Alaska-Oregon",,,0,1,5,190,178.4028189,0
"kwn","Kwangali","Niger-Congo","S-Africa",,,0,0.555555582046509,9,84000,27374.76599,0
"kwo","Kwomtari","Kwomtari","N-Coast-New-Guinea",,,0,0.625,8,600,546.4808204,0
