ISO,Language,Family,Area,H,H_unigram,L2prop,MC,NumChap,Population,Rangesize,vehicularity,ethnologue_L2_users,used_as_L2_by,notes,NOTA BENE! Remember to use Ethnologue version 20 (the 2017 version)!,,,
swp,Suau,Austronesian,,1.433099031,8.31165123,0.6730769277,,,6800,607.4002385,1,TRUE,"Used as L2 by Bauwaki [bwk], Binahari [bxz], Buhutu [bxh], Bwanabwana [tte], Domu [dof], Haigwai [hgw], Magori [zgr], Maiwala [mum], Morawa [mze], Saliba [sbe], Tawala [tbo], Wagawaga [wgb], Yaleba [ylb].",,,,,
swt,Sawila,Trans-New-Guinea,,,,0,0.5,1,3000,103.3421615,0,FALSE,no information,,,,,
swv,Shekhawati,Indo-European,Indic,,,0,0,1,3000000,,0,FALSE,no information,,,,,
sxb,Suba,Niger-Congo,,1.522273064,9.858189583,0,,,174000,673.6380792,0,FALSE,no information,,,,,
sxn,Sangir,Austronesian,Oceania,1.488299131,8.911617279,0,,,255000,1270.189226,0,FALSE,no information,,,,,
sza,Semelai,Austro-Asiatic,Southeast-Asia,,,0,0.3827777803,15,6418,7513.167656,0,FALSE,no information,,,,,
szb,Ngalum,Trans-New-Guinea,,1.369881153,9.089521408,0,,,18000,2728.344475,0,FALSE,no information,,,,,
szg,Sengele,Niger-Congo,S-Africa,,,0,0.875,2,17000,6568.375327,0,FALSE,no information,,,,,
szp,Suabo,Trans-New-Guinea,N-Coast-New-Guinea,,,0,0.777777791,9,1100,352.676759,0,FALSE,no information,,,,,
szw,Sawai,Austronesian,Oceania,,,0,1,1,12000,1240.834911,0,FALSE,no information,,,,,
tab,Tabassaran,North-Caucasian,Greater-Mesopotamia,1.780740499,10.92426109,0,,,128000,1156.790677,0,FALSE,no information,,,,,
tac,Lowland Tarahumara,Uto-Aztecan,Mesoamerica,1.407403231,8.949749947,0,0.625,8,39800,2953.778877,0,FALSE,no information,,,,,
tae,Tariano,Maipurean,NE-South-America,,,0,0.777777791,9,430,1434.371938,0,FALSE,no information,,,,,
tah,Tahitian,Austronesian,,,,,0.25,12,124260,1660.075073,1,FALSE,no information,,,,,
taj,Eastern Tamang,Sino-Tibetan,Indic,1.299398541,9.243897438,0.02721364796,0.5,8,773000,12981.74177,0,TRUE,"Used as L2 by Danuwar [dhw], Jirel [jul], Sunwar [suz].",,,,,
tam,Tamil,Dravidian,Indic,1.526055574,11.73861217,0.1053105593,0.4392156899,9,65296000,151188.9453,1,TRUE,"Used as L2 by Alu Kurumba [xua], Attapady Kurumba [pkr], Eravallan [era], Irula [iru], Jennu Kurumba [xuj], Kadar [kej], Kanikkaran [kev], Kannada Kurumba [kfi], Kota [kfe], Malankuravan [mjo], Malasar [ymr], Muthuvan [muv], Paliyan [pcf], Paniya [pcg], Saurashtra [saz], Toda [tcx], Vaagri Booli [vaa].",,,,,
tan,Tangale,Afro-Asiatic,African-Savannah,,,0,1,4,130000,1283.492092,0,FALSE,"Used as L2 by Hõne [juh], Piya-Kwonci [piy].",,,,,
tap,Taabwa,Niger-Congo,S-Africa,,,0,1,3,382000,51937.4096,0,FALSE,no information,,,,,
taq,Tamasheq,Afro-Asiatic,African-Savannah,1.707990766,11.15120602,0,0.7142857313,7,281200,626865.7677,0,FALSE,"Used as L2 by Koyra Chiini Songhay [khq], Koyraboro Senni Songhay [ses], Tadaksahak [dsq].",,,,,
tar,Central Tarahumara,Uto-Aztecan,Mesoamerica,1.156101465,8.405068398,0,0.400000006,5,55000,13747.93588,0,FALSE,no information,,,,,
tat,Tatar,Altaic,Inner-Asia,1.826362729,10.73754215,,0.2916666567,6.5,5351950,69376.39282,1,FALSE,"Used as L2 by Bashkort [bak], Eastern Yiddish [ydd].",Population may include L2 speakers.,,,,
tav,Tatuyo,Tucanoan,NE-South-America,1.425081611,9.222346306,0,,,400,2831.180129,0,FALSE,Used as L2 by Waimaha,,,,,
taw,Tai,Trans-New-Guinea,,1.28754282,7.994992256,0,,,900,23.52433802,0,FALSE,no information,,,,,
tay,Atayal,Austronesian,Southeast-Asia,,,0,0.3333333433,8,84300,4689.042743,0,FALSE,Used as L2 by Saisiyat,,,,,
tbc,Takia,Austronesian,N-Coast-New-Guinea,1.575478554,8.402189255,0,0.400000006,5,40000,281.2632401,0,FALSE,Used as L2 by Bargam,,,,,
tbd,Kaki Ae,Trans-New-Guinea,S-New-Guinea,,,0,0.5,2,510,44.52225996,0,FALSE,no information,,,,,
tbg,North Tairora,Trans-New-Guinea,Interior-New-Guinea,1.248312473,9.824460983,0,0.875,8,6000,429.0768708,0,FALSE,Used as L2 by Kambaira,,,,,
tbi,Gaam,Nilo-Saharan,African-Savannah,,,0,0.8333333135,6,67200,946.3443001,0,FALSE,no information,,,,,
tbl,Tboli,Austronesian,Oceania,1.477186441,8.006509781,0,0.4285714328,7,95300,2144.884853,0,FALSE,"Used as L2 by Koronadal Blaan [bpr], Sarangani Blaan [bps].",,,,,
tbo,Tawala,Austronesian,S-New-Guinea,1.433302164,8.263037682,0,0.5,7,20000,652.2312797,0,FALSE,"Used as L2 by Buhutu [bxh], Bwanabwana [tte], Haigwai [hgw], Maiwala [mum], Taupota [tpa], Wa’ema [wag], Wagawaga [wgb].",,,,,
tby,Tabaru,West-Papuan,Oceania,1.38652432,8.389611244,0,,,15000,1529.062766,0,FALSE,no information,,,,,
tbz,Ditammari,Niger-Congo,,1.521953821,9.314101219,0,,,147500,4297.812274,0,FALSE,"Used as L2 by Mbelime [mql], Waama [wwa].",,,,,
tca,Ticuna,Language-isolate,NE-South-America,1.230236411,8.196481705,0,0.8333333135,6,48600,30570.1754,0,FALSE,no information,,,,,
tcb,Tanacross,Eyak-Athabaskan,Alaska-Oregon,,,0,0.6666666865,9,35,660.3996312,0,FALSE,no information,,,,,
tcc,Datooga,Nilo-Saharan,S-Africa,1.46010375,10.02259541,0,,,87800,11189.77583,0,FALSE,Used as L2 by Hadza,,,,,
tcf,Malinaltepec Tlapanec,Otomanguean,Mesoamerica,,,0,0.75,8,48000,1056.642597,0,FALSE,no information,,,,,
tcg,Tamagario,Trans-New-Guinea,S-New-Guinea,,,0,0.25,4,3500,1063.752415,0,FALSE,no information,,,,,
tcx,Toda,Dravidian,Indic,,,0,1,1,1100,257.5958537,0,FALSE,no information,,,,,
tcy,Tulu,Dravidian,Indic,,,0,0.6000000238,5,1950000,6929.643731,0,FALSE,"Used as L2 by Korra Koraga [kfd], Kudiya [kfg].",,,,,
tcz,Thado Chin,Sino-Tibetan,Southeast-Asia,1.81651175,11.35505199,0,,,231200,3950.955674,0,FALSE,Used as L2 by Sakachep,,,,,
tdh,Thulung,Sino-Tibetan,Indic,,,0.07174888253,0.6666666865,3,33310,383.0947252,0,TRUE,Used as L2 by Nepali,,,,,
tdn,Tondano,Austronesian,Oceania,,,0,0.53125,8,80000,424.0137413,0,FALSE,no information,,,,,
tdt,Tetun Dili,Creole,,1.460836768,7.75159359,,,,50000,51.24272761,1,FALSE,no information,L1 in Dili district: East Timor north coast; L2 scattered in western part of East Timor.,,,,
tea,Temiar,Austro-Asiatic,Southeast-Asia,,,,0.8333333135,8,25725,8269.25741,1,FALSE,"Used as L2 by Batek [btq], Lanoh [lnh], Minriq [mnq], Semai [sea].",,,,,
tee,Huehuetla Tepehua,Totonacan,Mesoamerica,1.249531865,8.012248039,0,0.555555582,9,3000,248.6020084,0,FALSE,no information,,,,,
teh,Tehuelche,Chon,SE-South-America,,,0,0.75,1,4,24196.31154,0,FALSE,No known L1 speakers,,,,,
tel,Telugu,Dravidian,Indic,1.757886529,11.12384987,0.0630960241,0.6999999881,10,69600600,242916.4054,1,TRUE,"Used as L2 by Bodo Gadaba [gbj], Chenchu [cde], Koya [kff], Kupia [key], Lambadi [lmn], Mudhili Gadaba [gau], Northwestern Kolami [kfb], Pottangi Ollar Gadaba [gdb], Vaagri Booli [vaa], Waddar [wbq], Yerukula [yeu].",,,,,
tem,Themne,Niger-Congo,African-Savannah,1.696990013,8.612440109,0.128342241,0.6818181872,11,1230000,17698.0008,1,TRUE,Used as L2 by Bullom So,,,,,
teo,Teso,Nilo-Saharan,S-Africa,1.689263463,10.25478363,0,0.6000000238,10,1849000,12617.21677,0,FALSE,"Used as L2 by Kenye [lke], Kumam [kdi].",,,,,
teq,Temein,Nilo-Saharan,African-Savannah,,,0,0.8000000119,5,13000,74.11108812,0,FALSE,no information,,,,,
ter,Terêna,Maipurean,SE-South-America,1.493997097,9.896837234,0,1,1,15000,19523.0204,0,FALSE,no information,,,,,
tet,Tetun,Austronesian,Oceania,,,0,0.04166666791,6.5,450000,4806.387131,0,FALSE,Used as L2 by Bunak,,,,,
teu,Soo,Nilo-Saharan,S-Africa,,,0,0.7666666508,10,5000,534.0617847,0,FALSE,no information,,,,,
tew,Tewa,Kiowa-Tanoan,Basin-and-Plains,,,0,0,1,1300,734.4203185,0,FALSE,no information,,,,,
tex,Tennet,Nilo-Saharan,African-Savannah,,,0,0.5,10,4000,91.77162043,0,FALSE,no information,,,,,
tfr,Teribe,Chibchan,Mesoamerica,1.208654404,8.132390976,0,0.592592597,9,3005,3514.664976,0,FALSE,no information,,,,,
tgc,Tigak,Austronesian,N-Coast-New-Guinea,,,0,0.2222222239,12,6000,594.5014063,0,FALSE,no information,,,,,
tgk,Tajiki,Indo-European,Inner-Asia,1.75415504,9.460172653,,0.5,10,4274000,103849.7654,1,FALSE,no information,,,,,
tgl,Tagalog,Austronesian,Oceania,1.435956955,8.165286064,,0.4736542404,23,21500000,28489.9732,1,FALSE,"Used as L2 by Alabat Island Agta [dul], Bogkalot [ilk], Calamian Tagbanwa [tbk], Caluyanun [clu], Central Bikol [bcl], Central Bontok [lbk], Central Sama [sml], Eskayan [esy], Kalagan [kqe], Kalanguya [kak], Kamayo [kyk], Limos Kalinga [kmk], Lubuagan Kalinga [knb], Majukayang Kalinga [kmd], Manide [abd], Northern Bontok [rbk], Rinconada Bikol [bto].",,,,,
tgo,Sudest,Austronesian,S-New-Guinea,,,0,0.5,3,2000,780.2800195,0,FALSE,no information,,,,,
tgp,Tangoa,Austronesian,,1.351584435,7.570112228,0,,,800,15.96268277,0,FALSE,Used as L2 by Araki,,,,,
tha,Thai,Tai-Kadai,Southeast-Asia,1.589943886,8.664255142,0.6606268883,0.1260531098,26,20230000,154283.5762,1,TRUE,no information,,,,,
thd,Thayore,Australian,N-Australia,,,0,0.200000003,10,150,987.341859,0,FALSE,no information,,,,,
thf,Thangmi,Sino-Tibetan,Indic,,,0.01558654662,1,5,24700,848.6243592,0,TRUE,no information,,,,,
thk,Tharaka,Niger-Congo,S-Africa,1.638432264,10.16446304,0,,,139000,1552.011036,0,FALSE,no information,,,,,
thp,Thompson,Salish,Alaska-Oregon,,,0,0.400000006,3,720,232.3215332,0,FALSE,no information,,,,,
ths,Thakali,Sino-Tibetan,Indic,,,0.1266666651,0.375,4,6440,523.887495,0,TRUE,no information,,,,,
thv,Tahaggart Tamahaq,Afro-Asiatic,N-Africa,,,0,0.7738095522,3.666666746,62000,531506.861,0,FALSE,no information,,,,,
tig,Tigré,Afro-Asiatic,Greater-Abyssinia,,,0,0.4647058845,17,1050000,45760.96808,0,FALSE,"Used as L2 by Bilen [byn], Nara [nrb], Saho [ssy], Tigrigna [tir].",,,,,
tih,Timugon Murut,Austronesian,Southeast-Asia,1.469256043,8.334166527,0,0.400000006,10,7000,820.9359799,0,FALSE,"Used as L2 by Keningau Murut [kxi], Tahol Murut [mvv].",,,,,
tik,Tikar,Niger-Congo,African-Savannah,1.570111632,8.16318512,0,0.5,2,25000,7014.68732,0,FALSE,no information,,,,,
tim,Timbe,Trans-New-Guinea,N-Coast-New-Guinea,1.450080752,9.258955002,0,,,11000,431.9811103,0,FALSE,Used as L2 by Weliki,,,,,
tio,Teop,Austronesian,Oceania,,,0,0.1428571492,7,5000,371.52509,0,FALSE,no information,,,,,
tir,Tigrigna,Afro-Asiatic,Greater-Abyssinia,2.492064953,10.77018929,0.01924196817,0.6499999762,10,5760000,64071.65211,1,TRUE,"Used as L2 by Amharic [amh], Kunama [kun], Xamtanga [xan].",,,,,
tiv,Tiv,Niger-Congo,African-Savannah,,,,0,1,2210000,26770.797,1,FALSE,"Used as L2 by Obanliku [bzy], Yace [ekr].",,,,,
tiw,Tiwi,Australian,N-Australia,,,0,0.4951940179,27,1830,7519.32557,0,FALSE,no information,,,,,
tix,Southern Tiwa,Kiowa-Tanoan,Basin-and-Plains,,,0,0,1,1630,925.4950738,0,FALSE,no information,,,,,
tkl,Tokelauan,Austronesian,Oceania,,,0,0.25,2,3250,20.02270789,0,FALSE,no information,,,,,
tkr,Tsakhur,North-Caucasian,Greater-Mesopotamia,,,0,1,2,22770,1747.504957,0,FALSE,no information,,,,,
tks,Takestani,Indo-European,Greater-Mesopotamia,,,0,0.4499999881,5,220000,,0,FALSE,no information,,,,,
tku,"Totonac, Upper Necaxa",Totonacan,,1.372241735,9.345222473,0,,,3400,93.91372287,0,FALSE,no information,,,,,
tkw,Teanu,Austronesian,Oceania,,,0,0.200000003,5,520,201.7101479,0,FALSE,no information,,,,,
tlb,Tobelo,West-Papuan,Oceania,1.462625265,8.904008865,0,0.685185194,9,27700,3853.002651,0,FALSE,Used as L2 by Sawai,,,,,
tlc,Yecuatla Totonac,Totonacan,Mesoamerica,,,0,0.5181818008,11,500,55.61625134,0,FALSE,no information,,,,,
tlf,Telefol,Trans-New-Guinea,,1.228236794,8.688616753,0,0.4166666567,3,5400,1911.899878,0,FALSE,"Used as L2 by Ninggerum [nxr], Suarmin [seo], Tifal [tif].",,,,,
tli,Tlingit,Eyak-Athabaskan,Alaska-Oregon,,,0,0.659722209,18,1430,7367.989378,0,FALSE,"Also use English, as L1 or L2",,,,,
tlj,Talinga-Bwisi,Niger-Congo,S-Africa,,,0,1,3,99400,518.8450401,0,FALSE,Used as L2 by Amba,,,,,
tll,Tetela,Niger-Congo,S-Africa,,,0,0.75,4,750000,74545.42549,0,FALSE,no information,,,,,
tly,Talysh,Indo-European,Greater-Mesopotamia,,,0,1,1,912000,5259.785233,0,FALSE,no information,,,,,
tma,Tama,Nilo-Saharan,African-Savannah,,,0,0.928571403,4.5,67900,14534.62161,0,FALSE,no information,,,,,
tmd,Haruai,Piawi,Interior-New-Guinea,,,0,0.75,4,2000,262.3272247,0,FALSE,Used as L2 by Pinai-Hagahai,,,,,
tml,Tamnim Citak,Trans-New-Guinea,,,,0,0.5674450397,26,290,766.2011311,0,FALSE,no information,,,,,
tmq,Tumleo,Austronesian,N-Coast-New-Guinea,,,0,1,1,790,38.00758643,0,FALSE,no information,,,,,
tmu,Iau,Lakes-Plain,Interior-New-Guinea,,,0,0.5,1,600,2072.451835,0,FALSE,no information,,,,,
tna,Tacana,Tacanan,NE-South-America,1.260921597,8.138474464,0,0.200000003,10,1820,6757.771386,0,FALSE,no information,,,,,
tnc,Tanimuca-Retuarã,Tucanoan,NE-South-America,,,0,0.7363636494,11,300,1379.169296,0,FALSE,Used as L2 by Yucuna,,,,,
tnd,Angosturas Tunebo,Chibchan,,,,0,0,1,50,170.0349091,0,FALSE,no information,,,,,
tnk,Kwamera,Austronesian,Oceania,,,0,1,1,3500,85.78841321,0,FALSE,no information,,,,,
tnl,Lenakel,Austronesian,Oceania,,,0,0.4444444478,9,11500,68.76656957,0,FALSE,no information,,,,,
tnm,Tabla,East-Bird’s-Head-Sentani,N-Coast-New-Guinea,,,0,0.5,2,3750,220.4923544,0,FALSE,no information,,,,,
tnn,North Tanna,Austronesian,,1.398524284,8.561591148,0,,,5000,114.4208808,0,FALSE,no information,,,,,
tob,Toba,Guaykuruan,SE-South-America,1.164173841,8.467430115,0,0.75,8,21410,61336.69275,0,FALSE,no information,,,,,
toc,Coyutla Totonac,Totonacan,,1.46023953,9.61154747,0,,,48100,299.9570096,0,FALSE,Used as L2 by Filomena Mata-Coahuitlán Totonac,,,,,
toh,Gitonga,Niger-Congo,,1.479338169,8.553248405,0,,,375000,5868.926995,0,FALSE,no information,,,,,
toi,Tonga,Niger-Congo,S-Africa,,,,1,7,1127000,90780.4027,1,FALSE,Used as L2 by Lenje [leh].,,,,,
toj,Tojolabal,Mayan,Mesoamerica,1.443885446,8.1976614,0,0.5625,4,36000,310.1554471,0,FALSE,Used as L2 by Tzeltal,,,,,
ton,Tongan,Austronesian,Oceania,,,,0.1818181872,11,102290,618.9948149,1,FALSE,no information,,,,,
too,Xicotepec de Juárez Totonac,Totonacan,Mesoamerica,1.312483311,9.030642509,0,0.40625,8,3000,110.3844595,0,FALSE,no information,,,,,
top,Papantla Totonac,Totonacan,Mesoamerica,1.505966544,9.757455826,0,,,80000,2400.962797,0,FALSE,no information,,,,,
tos,Highland Totonac,Totonacan,Mesoamerica,1.399518251,9.850718498,0,,,120000,499.7804034,0,FALSE,no information,,,,,
tow,Jemez,Kiowa-Tanoan,Basin-and-Plains,,,0,0,1,1300,128.0143176,0,FALSE,no information,,,,,
tpa,Taupota,Austronesian,,1.433257937,8.114459038,0,,,1280,125.6775222,0,FALSE,Used as L2 by Gweda,,,,,
tpj,Tapieté,Tupian,SE-South-America,,,0,1,6,2440,6504.156883,0,FALSE,no information,,,,,
tpm,Tampulma,Niger-Congo,African-Savannah,1.48675549,7.924304008,0,,,16000,420.286222,0,FALSE,no information,,,,,
tpp,Pisaflores Tepehua,Totonacan,,1.504266381,9.30930233,0,,,4000,62.07267919,0,FALSE,no information,,,,,
tpt,Tlachichilco Tepehua,Totonacan,,1.373802066,8.7097435,0,0.6000000238,10,3000,61.25131971,0,FALSE,no information,,,,,
tpy,Trumaí,Language-isolate,NE-South-America,,,0,0.5381493568,22,100,2011.364463,0,FALSE,no information,,,,,
tpz,Tinputz,Austronesian,,1.315556169,7.573475838,0,,,3900,306.2745768,0,FALSE,no information,,,,,
trc,Copala Triqui,Otomanguean,Mesoamerica,1.005747795,7.426296234,0,0.3240740597,9,25000,310.4087404,0,FALSE,no information,,,,,
trg,Lishan Didan,Afro-Asiatic,Greater-Mesopotamia,,,0,1,1,4230,,0,FALSE,no information,,,,,
tri,Trió,Cariban,NE-South-America,,,0,0.8333333135,8,2300,1114.62762,0,FALSE,"Used as L2 by Akurio [ako], Mawayana [mzx], Sikiana [sik].",,,,,
trn,Trinitario,Maipurean,,1.411572576,8.930922508,0,,,5500,6047.348923,0,FALSE,no information,,,,,
tro,Tarao Naga,Sino-Tibetan,Southeast-Asia,,,0,0.8333333135,6,870,162.6866844,0,FALSE,no information,,,,,
trp,Kok Borok,Sino-Tibetan,Indic,,,0,0.8125,8,696000,4359.782474,0,FALSE,no information,,,,,
trq,San Martín Itunyoso Triqui,Otomanguean,,1.131517768,7.335113049,0,,,2000,47.72315537,0,FALSE,no information,,,,,
trv,Taroko,Austronesian,Southeast-Asia,,,0,0.25,2,20000,2292.671954,0,FALSE,no information,,,,,
trw,Torwali,Indo-European,Indic,,,0,1,3,60000,506.1706638,0,FALSE,Used as L2 by Ushojo,,,,,
tsg,Tausug,Austronesian,Oceania,,,,0.3333333433,3,1050000,5462.18159,1,FALSE,"Used as L2 by Balangingih Sama [sse], Central Sama [sml], Chavacano [cbk], Mapun [sjm], Pangutaran Sama [slm], Southern Sama [ssb], Yakan [yka].",,,,,
tsi,Tsimshian,Tsimshian,Alaska-Oregon,,,0.2192982435,0.5632352829,17,930,3089.815428,0,TRUE,Used as L2 by Nosga'a,,,,,
tsj,Tshangla,Sino-Tibetan,Indic,,,0,0.7142857313,7,175200,7347.830304,0,FALSE,Used as L2 by Khengkha,,,,,
tsn,Tswana,Niger-Congo,S-Africa,1.54336834,7.879231453,0.574472487,1,2,4521700,671331.2406,1,TRUE,no information,,,,,
tso,Tsonga,Niger-Congo,S-Africa,1.496953487,8.242357254,0.4028913379,0,2,3650000,105055.0169,1,TRUE,no information,,,,,
tsu,Tsou,Austronesian,Southeast-Asia,,,0,0.8333333135,2,2130,976.2033377,0,FALSE,no information,,,,,
tsv,Tsogo,Niger-Congo,S-Africa,,,0,0.5,2,12000,7916.2085,0,FALSE,"Used as L2 by Bubi [buw], Eviya [gev], Kélé [keb], Pinji [pic].",,,,,
tsz,Purepecha,Tarascan,Mesoamerica,1.49288094,10.05286884,0,0.7272727489,11,40000,2963.918016,0,FALSE,no information,,,,,
ttc,Tektiteko,Mayan,Mesoamerica,1.363584757,8.524265289,0,,,5900,152.7929166,0,FALSE,no information,,,,,
tte,Bwanabwana,Austronesian,,1.429200768,9.105246544,0,,,2400,36.43911422,0,FALSE,no information,,,,,
tti,Tobati,Austronesian,N-Coast-New-Guinea,,,0,0.3333333433,3,350,132.9488575,0,FALSE,no information,,,,,
ttr,Tera,Afro-Asiatic,African-Savannah,,,0,0.5,9,101000,896.3362297,0,FALSE,no information,,,,,
tty,Sikaritai,Lakes-Plain,Interior-New-Guinea,,,0,1,1,800,911.4199119,0,FALSE,no information,,,,,
tub,Tubatulabal,Uto-Aztecan,California,,,0,1,1,6,,0,FALSE,no information,,,,,
tuc,Mutu,Austronesian,,1.376323819,8.362612724,0,,,3500,44.63228741,0,FALSE,no information,,,,,
tue,Tuyuca,Tucanoan,NE-South-America,1.510610342,10.421525,0,1,3,810,945.4943092,0,FALSE,Used as L2 by Waimaha,,,,,
tuf,Central Tunebo,Chibchan,NE-South-America,1.405056477,9.419691086,0,,,2500,3964.336878,0,FALSE,no information,,,,,
tui,Tupuri,Niger-Congo,African-Savannah,1.509546399,7.898029804,0,,,229000,3401.327523,0,FALSE,no information,,,,,
tuk,Turkmen,Altaic,Inner-Asia,,,,1,2,5930000,155580.1164,1,FALSE,no information,,,,,
tum,Tumbuka,Niger-Congo,,1.483735085,9.724908829,0,,,1480000,35976.27738,0,FALSE,no information,,,,,
tuo,Tucano,Tucanoan,NE-South-America,1.372170448,9.711229324,0,0.6458333135,12,4630,1603.270861,0,FALSE,"Used as L2 by Curripaco [kpc], Desano [des], Hupdë [jup], Nhengatu [yrl], Piratapuyo [pir], Pokangá [pok], Siriano [sri], Tuyuca [tue], Yuhup [yab].",,,,,
tur,Turkish,Altaic,Greater-Mesopotamia,1.79901886,11.26269245,0.005321600009,0.7754849792,27,47644500,617473.0819,1,TRUE,no information,,,,,
tus,Tuscarora,Iroquoian,E-North-America,,,0,0.777777791,9,11,354.6180931,0,FALSE,no information,,,,,
tuv,Turkana,Nilo-Saharan,S-Africa,,,0,0.75,13,476200,60412.15075,0,FALSE,Used as L2 by El Molo,,,,,
tvk,Southeast Ambrym,Austronesian,Oceania,,,0,0.3333333433,2,3700,247.9097128,0,FALSE,no information,,,,,
tvl,Tuvaluan,Austronesian,Oceania,,,,0.256249994,12,12580,27.89201659,1,FALSE,no information,,,,,
tvo,Tidore,West-Papuan,Oceania,,,0.4347825944,0.3694444299,12,26000,743.9231982,0,TRUE,Used as L2 by Sawai,,,,,
tvt,Tutsa Naga,Sino-Tibetan,Southeast-Asia,,,0,0.25,4,25000,,0,FALSE,no information,,,,,
twf,Northern Tiwa,Kiowa-Tanoan,Basin-and-Plains,,,0,1,7,930,348.0706548,0,FALSE,no information,,,,,
twu,Termanu,Austronesian,,1.3693856,8.454612732,0,,,30000,347.9941636,0,FALSE,no information,,,,,
txu,Kayapó,Jean,NE-South-America,1.384214044,8.297281265,0,1,3,7100,32215.04106,0,FALSE,Used as L2 by Panará,,,,,
tya,Tauya,Trans-New-Guinea,Interior-New-Guinea,,,0,0.5833333135,14,350,83.06482855,0,FALSE,no information,,,,,
tyn,Kombai,Trans-New-Guinea,S-New-Guinea,,,0,0.4810605943,11,4000,2245.783584,0,FALSE,no information,,,,,
tyv,Tuvin,Altaic,Inner-Asia,,,0,0.6166666746,15,264400,61423.13116,0,FALSE,no information,,,,,
tzh,Oxchuc Tzeltal,Mayan,Mesoamerica,1.384031653,8.069828033,0,,,90000,1077.49778,0,FALSE,no information,,,,,
tzj,Eastern Tzutujil,Mayan,Mesoamerica,1.378989339,8.709917068,0,,,50000,233.2571979,0,FALSE,Used as L2 by K'iche',,,,,
tzm,Central Atlas Tamazight,Afro-Asiatic,N-Africa,,,0,0.3091614842,12,3000000,167842.3861,0,FALSE,no information,,,,,
tzn,Tugun,Austronesian,Oceania,,,0,0.75,4,1200,212.8277558,0,FALSE,no information,,,,,
tzo,Venustiano Carranza Tzotzil,Mayan,,1.31849122,8.397117615,0,,,4230,218.6409108,0,FALSE,no information,,,,,
ubr,Ubir,Austronesian,,1.483130693,8.748026848,0,,,2560,100.0986343,0,FALSE,"Used as L2 by Maisin [mbq], Onjob [onj]",,,,,
ubu,Umbu-Ungu,Trans-New-Guinea,Interior-New-Guinea,1.248397231,9.157774925,0,,,34200,973.5592593,0,FALSE,no information,,,,,
ude,Udihe,Altaic,N-Coast-Asia,,,0,0.484375,8,230,3806.873202,0,FALSE,no information,,,,,
udi,Udi,North-Caucasian,Greater-Mesopotamia,,,0,0.75,8,4200,55.32740305,0,FALSE,no information,,,,,
udl,Wuzlam,Afro-Asiatic,African-Savannah,,,0,0.4444444478,9,10500,82.30643362,0,FALSE,"Used as L2 by Mada [mxu], Matal [mfh], Muyang [muy], Parkwa [pbi], Vame [mlr]",,,,,
udm,Udmurt,Uralic,Inner-Asia,,,0,0.75,13,464000,34505.55199,0,FALSE,no information,,,,,
udu,Uduk,Nilo-Saharan,,1.227208734,7.469822884,0,,,20000,1675.141901,0,FALSE,no information,,,,,
uig,Uyghur,Altaic,Inner-Asia,1.581583381,11.06291008,,0.7954545617,11,8701000,506126.1197,1,FALSE,"Used as L2 by Ainu [aib], Ili Turki [ili], Kyrgyz [kir], Northern Uzbek [uzn], Peripheral Mongolian [mvf], Russian [rus], Salar [slr], Sarikoli [srh], Tatar [tat], Xibe [sjo].",,,,,
ukr,Ukrainian,Indo-European,Inner-Asia,2.013839722,9.949698448,,0.4666666687,12,31651360,601515.1639,1,FALSE,no information,,,,,
uli,Ulithian,Austronesian,Oceania,,,0,0.2962962985,9,3000,13.01832514,0,FALSE,no information,,,,,
ulk,Meriam,Eastern-Trans-Fly,N-Australia,,,0,0.6666666865,6,320,11.19202083,0,FALSE,no information,,,,,
uma,Umatilla,Sahaptian,Basin-and-Plains,,,0,0.400000006,3,50,441.5193973,0,FALSE,no information,,,,,
umu,Munsee,Algic,E-North-America,,,0,0,1,7,81.18586332,0,FALSE,no information,,,,,
